Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2716,Ace Attorney Investigations: Miles Edgeworth,4,2009,1,Capcom,0.27,0.15,0.3,0.04,0.76
2717,That's So Raven,6,2004,1,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76
2718,FIFA 15,26,2014,10,Electronic Arts,0.24,0.46,0.0,0.06,0.76
2719,Marvel vs. Capcom 2: New Age of Heroes,16,2002,2,Capcom,0.31,0.24,0.13,0.08,0.76
2720,Need for Speed: Shift,19,2009,6,Electronic Arts,0.16,0.38,0.01,0.21,0.76
2721,Kane & Lynch: Dead Men,17,2007,8,Eidos Interactive,0.29,0.32,0.01,0.13,0.76
2722,Dark Souls II,28,2014,7,Namco Bandai Games,0.48,0.2,0.01,0.06,0.76
2723,True Crime: New York City,16,2005,0,Activision,0.57,0.02,0.07,0.09,0.76
2724,Legends of Wrestling,16,2001,2,Acclaim Entertainment,0.37,0.29,0.0,0.1,0.76
2725,Rockstar Games presents Table Tennis,28,2006,10,Take-Two Interactive,0.28,0.39,0.0,0.09,0.76
2726,Monopoly Streets,26,2010,3,Electronic Arts,0.24,0.44,0.0,0.08,0.76
2727,Genji: Days of the Blade,17,2006,0,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76
2728,Harvest Moon: Animal Parade,26,2008,9,Rising Star Games,0.6,0.09,0.02,0.05,0.76
2729,Final Fantasy Legend III,5,1991,7,SquareSoft,0.0,0.0,0.76,0.0,0.76
2730,Total War: Rome II,13,2013,11,Sega,0.12,0.53,0.0,0.11,0.76
2731,Rare Replay,30,2015,3,Microsoft Game Studios,0.47,0.21,0.01,0.07,0.75
2732,Spectrobes,4,2007,7,Disney Interactive Studios,0.67,0.03,0.0,0.06,0.75
2733,Wall-E,16,2008,4,THQ,0.21,0.0,0.0,0.54,0.75
2734,WWE SmackDown vs. Raw 2009,19,2008,2,THQ,0.41,0.21,0.0,0.14,0.75
2735,Band Hero,17,2009,3,Activision,0.41,0.24,0.0,0.11,0.75
2736,Mega Man X5,15,2000,4,Capcom,0.3,0.21,0.2,0.05,0.75
2737,Tearaway,20,2013,1,Sony Computer Entertainment Europe,0.17,0.39,0.0,0.19,0.75
2738,DJ Hero 2,17,2010,3,Activision,0.47,0.19,0.0,0.09,0.75
2739,The Godfather II,17,2009,0,Electronic Arts,0.41,0.22,0.01,0.11,0.75
2740,WWE SmackDown vs. Raw 2010,26,2009,2,THQ,0.51,0.17,0.0,0.07,0.75
2741,Turok,28,2008,0,Touchstone,0.46,0.21,0.01,0.07,0.75
2742,[Prototype 2],17,2012,0,Activision,0.36,0.28,0.0,0.11,0.75
2743,Shark Tale,16,2004,0,Activision,0.37,0.29,0.0,0.1,0.75
2744,San Francisco Rush: Extreme Racing,10,1997,6,GT Interactive,0.63,0.11,0.0,0.01,0.75
2745,The Amazing Spider-Man (Console Version),28,2012,0,Activision,0.43,0.26,0.0,0.06,0.75
2746,Zone of the Enders,16,2001,8,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75
2747,Red Faction: Guerrilla,17,2009,8,THQ,0.33,0.28,0.02,0.12,0.75
2748,Street Fighter EX Plus Alpha,15,1997,2,Virgin Interactive,0.28,0.19,0.23,0.05,0.75
2749,Madden NFL 06,19,2005,10,Electronic Arts,0.69,0.0,0.0,0.06,0.75
2750,Coded Arms,19,2005,8,Konami Digital Entertainment,0.28,0.29,0.0,0.18,0.75
2751,Tony Hawk's Underground 2,29,2004,10,Activision,0.48,0.24,0.0,0.03,0.75
2752,Tales of Vesperia,28,2008,7,Atari,0.32,0.18,0.19,0.05,0.75
2753,X-Men Origins: Wolverine - Uncaged Edition,17,2009,0,Activision,0.31,0.32,0.0,0.13,0.75
2754,Madagascar: Escape 2 Africa,4,2008,0,Activision,0.42,0.26,0.0,0.07,0.75
2755,Split/Second,17,2010,6,Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75
2756,Capcom vs. SNK 2: Mark of the Millennium 2001,16,2001,2,Capcom,0.22,0.17,0.3,0.06,0.75
2757,MVP 06 NCAA Baseball,16,2006,10,Electronic Arts,0.62,0.02,0.0,0.1,0.75
2758,Just Dance 2015,27,2014,3,Ubisoft,0.4,0.28,0.0,0.07,0.75
2759,Borderlands: The Pre-Sequel,28,2014,8,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75
2760,LittleBigPlanet 3,17,2014,4,Sony Computer Entertainment,0.2,0.43,0.01,0.11,0.75
2761,Marvel: Ultimate Alliance 2,17,2009,7,Activision,0.49,0.16,0.0,0.09,0.75
2762,Sega Superstars Tennis,4,2008,10,Sega,0.29,0.37,0.0,0.08,0.75
2763,The Walking Dead: Season One,28,2012,1,Avanquest Software,0.55,0.14,0.0,0.05,0.75
2764,Ace Combat: Assault Horizon,17,2011,0,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74
2765,Jump Ultimate Stars,4,2006,2,Nintendo,0.0,0.0,0.74,0.0,0.74
2766,Jampack Summer 2001,16,2001,3,Sony Computer Entertainment,0.36,0.28,0.0,0.1,0.74
2767,Resonance of Fate,17,2010,7,Sega,0.2,0.22,0.24,0.09,0.74
2768,Burnout,16,2001,6,Acclaim Entertainment,0.36,0.28,0.0,0.1,0.74
2769,Tom Clancy's Rainbow Six: Vegas,19,2007,8,Ubisoft,0.42,0.19,0.0,0.14,0.74
2770,Final Fantasy XIII-2,28,2011,7,Square Enix,0.36,0.3,0.02,0.06,0.74
2771,LEGO Batman 2: DC Super Heroes,2,2012,0,Warner Bros. Interactive Entertainment,0.41,0.27,0.0,0.06,0.74
2772,Mortal Kombat: Unchained,19,2006,2,Midway Games,0.67,0.01,0.0,0.06,0.74
2773,Mario & Luigi: Paper Jam,2,2015,7,Nintendo,0.16,0.3,0.25,0.04,0.74
2774,Yu-Gi-Oh! Dungeon Dice Monsters,6,2001,3,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74
2775,Brink,17,2011,8,Bethesda Softworks,0.29,0.32,0.01,0.12,0.74
2776,LEGO Marvel Super Heroes,27,2013,0,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74
2777,Blur,17,2010,6,Activision,0.22,0.37,0.02,0.13,0.74
2778,Madden NFL 11,26,2006,10,Unknown,0.7,0.0,0.0,0.05,0.74
2779,Namco Museum Remix,26,2007,3,Atari,0.68,0.0,0.0,0.05,0.74
2780,Midnight Club 3: DUB Edition,29,2005,6,Take-Two Interactive,0.61,0.1,0.0,0.03,0.74
2781,Crysis 2,13,2011,0,Electronic Arts,0.16,0.45,0.0,0.13,0.74
2782,The Lord of the Rings: The Two Towers,6,2002,0,Electronic Arts,0.53,0.2,0.0,0.01,0.74
2783,Tiger Woods PGA Tour 2001,16,2001,10,Electronic Arts,0.36,0.28,0.0,0.09,0.74
2784,Indiana Jones and the Staff of Kings,26,2009,0,Activision,0.36,0.3,0.0,0.08,0.74
2785,Jet Moto 3,15,1999,6,Sony Computer Entertainment,0.41,0.28,0.0,0.05,0.74
2786,Naruto Shippuden: Ultimate Ninja Storm Generations,17,2012,2,Namco Bandai Games,0.27,0.25,0.14,0.08,0.74
2787,Unreal Championship,29,2002,8,Atari,0.59,0.12,0.0,0.03,0.74
2788,WarioWare: Twisted!,6,2006,5,Unknown,0.16,0.06,0.5,0.02,0.74
2789,Pirates of the Caribbean: At World's End,17,2007,0,Disney Interactive Studios,0.17,0.41,0.0,0.15,0.74
2790,Tiger Woods PGA Tour 08,17,2007,10,Electronic Arts,0.22,0.38,0.0,0.14,0.74
2791,Persona 4: Arena,17,2012,2,Atlus,0.3,0.12,0.24,0.07,0.74
2792,Sword of Mana,6,2003,7,Nintendo,0.31,0.11,0.3,0.02,0.74
2793,Harvest Moon DS: Island of Happiness,4,2007,9,Rising Star Games,0.44,0.01,0.25,0.04,0.74
2794,Star Ocean: The Last Hope International,17,2010,7,Square Enix,0.28,0.16,0.22,0.08,0.73
2795,The Sims 2: Castaway,4,2007,9,Electronic Arts,0.63,0.05,0.0,0.06,0.73
2796,FIFA: Road to World Cup 98,15,1997,10,Electronic Arts,0.14,0.09,0.46,0.05,0.73
2797,Dragon Ball Z: Ultime Menace,23,1993,2,Namco Bandai Games,0.0,0.0,0.73,0.0,0.73
2798,Classic NES Series: Donkey Kong,6,2004,4,Nintendo,0.4,0.15,0.17,0.01,0.73
2799,Call of Duty: Ghosts,13,2013,8,Activision,0.23,0.41,0.0,0.09,0.73
2800,Yoshi,5,1991,5,Nintendo,0.0,0.0,0.73,0.0,0.73
2801,Mortal Kombat 4,10,1998,2,GT Interactive,0.55,0.17,0.0,0.01,0.73
2802,F1 2011,28,2011,6,Codemasters,0.11,0.51,0.01,0.09,0.73
2803,Madden NFL 10,26,2009,10,Electronic Arts,0.63,0.04,0.0,0.06,0.73
2804,Kirby: Canvas Curse,4,2005,4,Nintendo,0.37,0.0,0.32,0.04,0.73
2805,Croc 2,15,1999,4,Fox Interactive,0.41,0.28,0.0,0.05,0.73
2806,Practise English!,4,2007,3,Nintendo,0.0,0.0,0.73,0.0,0.73
2807,Oddworld: Munch's Oddysee,29,2001,4,Atari,0.54,0.16,0.0,0.03,0.73
2808,Berzerk,0,1981,8,Atari,0.68,0.04,0.0,0.01,0.73
2809,NHL 11,28,2010,10,Electronic Arts,0.61,0.07,0.0,0.05,0.73
2810,Dragon Age: Inquisition,13,2014,7,Electronic Arts,0.32,0.34,0.0,0.07,0.73
2811,iCarly,4,2009,1,Activision,0.67,0.01,0.0,0.05,0.73
2812,DiRT 3,28,2011,6,Codemasters,0.23,0.41,0.01,0.08,0.73
2813,NCAA Football 07,28,2006,10,Electronic Arts,0.67,0.0,0.0,0.06,0.73
2814,Just Dance Wii,26,2011,3,Nintendo,0.0,0.0,0.73,0.0,0.73
2815,Full Spectrum Warrior,29,2004,11,THQ,0.54,0.16,0.0,0.03,0.73
2816,Katamari Damacy,16,2004,5,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73
2817,Beyblade VForce: Ultimate Blader Jam,6,2003,0,Atari,0.52,0.19,0.0,0.01,0.73
2818,Ratchet & Clank Collection,17,2012,0,Sony Computer Entertainment,0.47,0.14,0.02,0.09,0.73
2819,Avatar: The Game,26,2009,0,Ubisoft,0.33,0.32,0.0,0.08,0.73
2820,Shaun Palmer's Pro Snowboarder,16,2001,10,Codemasters,0.36,0.28,0.0,0.09,0.73
2821,MX vs. ATV Reflex,28,2009,6,THQ,0.52,0.15,0.0,0.06,0.73
2822,Imagine: Interior Designer,4,2008,9,Ubisoft,0.34,0.31,0.0,0.08,0.73
2823,SSX,28,2012,10,Electronic Arts,0.38,0.28,0.0,0.06,0.72
2824,Style Savvy: Trendsetters,2,2012,9,Nintendo,0.16,0.02,0.53,0.01,0.72
2825,James Bond 007: Agent Under Fire,7,2002,8,Electronic Arts,0.56,0.15,0.0,0.02,0.72
2826,XCOM: Enemy Unknown,13,2012,11,Take-Two Interactive,0.26,0.36,0.0,0.1,0.72
2827,Rabbids Go Home,4,2009,4,Ubisoft,0.35,0.3,0.0,0.07,0.72
2828,Star Wars Episode III: Revenge of the Sith,6,2005,0,Ubisoft,0.52,0.19,0.0,0.01,0.72
2829,Ultimate Spider-Man,16,2005,0,Activision,0.6,0.02,0.0,0.1,0.72
2830,FIFA Soccer 13,26,2012,0,Electronic Arts,0.19,0.46,0.0,0.08,0.72
2831,God Eater,19,2010,0,Unknown,0.0,0.0,0.72,0.0,0.72
2832,Final Fantasy XIV: A Realm Reborn,18,2014,7,Square Enix,0.32,0.22,0.08,0.1,0.72
2833,SD Gundam G Generation,15,1998,11,Namco Bandai Games,0.0,0.0,0.67,0.05,0.72
2834,Area 51,15,1996,8,GT Interactive,0.4,0.27,0.0,0.05,0.72
2835,NBA Live 08,16,2007,10,Electronic Arts,0.59,0.02,0.01,0.1,0.72
2836,Dead to Rights,29,2002,8,Electronic Arts,0.53,0.17,0.0,0.03,0.72
2837,Tiger Woods PGA Tour 07,16,2006,10,Electronic Arts,0.6,0.02,0.0,0.1,0.72
2838,Test Drive 6,15,1999,6,Atari,0.4,0.27,0.0,0.05,0.72
2839,Kouchuu Ouja Mushi King,6,2005,0,Sega,0.0,0.0,0.7,0.02,0.72
2840,LEGO Harry Potter: Years 5-7,4,2006,0,Warner Bros. Interactive Entertainment,0.35,0.3,0.0,0.07,0.72
2841,Major League Baseball 2K7,28,2007,10,Spike,0.67,0.0,0.0,0.05,0.72
2842,X-Men: Mutant Academy 2,15,2001,2,Activision,0.4,0.27,0.0,0.05,0.72
2843,Terraria,28,2013,0,505 Games,0.35,0.31,0.0,0.06,0.72
2844,Jampack Winter 2001,16,2001,3,Sony Computer Entertainment,0.35,0.28,0.0,0.09,0.72
2845,Kangaroo,0,1982,4,Atari,0.67,0.04,0.0,0.01,0.72
2846,James Bond 007: Blood Stone,17,2010,8,Activision,0.18,0.38,0.02,0.13,0.72
2847,Ben 10: Protector of Earth,19,2007,0,D3Publisher,0.23,0.31,0.0,0.18,0.72
2848,Skate,28,2007,10,Electronic Arts,0.62,0.04,0.0,0.06,0.72
2849,Super Monkey Ball Jr.,6,2002,5,Atari,0.51,0.19,0.0,0.01,0.72
2850,Driver: San Francisco,28,2011,6,Ubisoft,0.25,0.39,0.0,0.08,0.72
2851,MLB 09: The Show,17,2009,10,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.72
2852,Monster Hunter Tri,27,2012,7,Nintendo,0.26,0.19,0.22,0.04,0.72
2853,Mobile Suit Gundam: Encounters in Space,16,2003,9,Namco Bandai Games,0.05,0.04,0.61,0.01,0.72
2854,Catherine,17,2011,1,Deep Silver,0.3,0.15,0.2,0.07,0.72
2855,Fear Effect,15,1998,0,Eidos Interactive,0.4,0.27,0.0,0.05,0.72
2856,FIFA Soccer 11,4,2010,10,Electronic Arts,0.13,0.5,0.0,0.09,0.72
2857,Crysis,13,2007,8,Electronic Arts,0.0,0.69,0.0,0.03,0.72
2858,Battlefield: Bad Company 2,13,2010,8,Electronic Arts,0.19,0.53,0.0,0.0,0.71
2859,The Lord of the Rings: The Two Towers,29,2002,0,Electronic Arts,0.45,0.24,0.0,0.03,0.71
2860,Madden NFL 2003,29,2002,10,Electronic Arts,0.67,0.02,0.0,0.03,0.71
2861,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,26,2007,7,Square Enix,0.18,0.01,0.5,0.02,0.71
2862,MLB 13: The Show,17,2013,10,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71
2863,Omerta: City of Gangsters,28,2011,9,Konami Digital Entertainment,0.42,0.23,0.0,0.06,0.71
2864,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,18,2015,0,Square Enix,0.16,0.13,0.37,0.06,0.71
2865,Virtua Fighter 4: Evolution,16,2003,2,Sega,0.35,0.27,0.0,0.09,0.71
2866,Top Spin 4,17,2011,10,Take-Two Interactive,0.17,0.4,0.0,0.14,0.71
2867,Resident Evil: Survivor,15,2000,0,Eidos Interactive,0.23,0.15,0.29,0.05,0.71
2868,Dynasty Warriors 6,17,2007,0,Tecmo Koei,0.18,0.08,0.41,0.04,0.71
2869,Super Trucks Racing,16,2002,6,Jester Interactive,0.35,0.27,0.0,0.09,0.71
2870,Persona Q: Shadow of the Labyrinth,2,2014,7,Nippon Ichi Software,0.33,0.07,0.27,0.04,0.71
2871,Madden NFL 08,19,2007,10,Electronic Arts,0.6,0.04,0.0,0.07,0.71
2872,Godzilla: Destroy All Monsters Melee,7,2002,2,Atari,0.55,0.14,0.0,0.02,0.71
2873,Jeremy McGrath Supercross 2000,15,2000,6,Acclaim Entertainment,0.4,0.27,0.0,0.05,0.71
2874,Conker: Live And Reloaded,29,2005,1,Microsoft Game Studios,0.49,0.2,0.0,0.02,0.71
2875,Silent Hill 3,16,2003,0,Konami Digital Entertainment,0.35,0.27,0.0,0.09,0.71
2876,Madden NFL 09,19,2008,10,Electronic Arts,0.65,0.0,0.0,0.06,0.71
2877,Final Fantasy X/X-2 HD Remaster,18,2015,7,Square Enix,0.29,0.25,0.06,0.11,0.71
2878,Yu-Gi-Oh! The Falsebound Kingdom,7,2002,11,Konami Digital Entertainment,0.49,0.13,0.07,0.02,0.71
2879,LEGO Rock Band,26,2009,3,Warner Bros. Interactive Entertainment,0.42,0.22,0.0,0.07,0.71
2880,MLB 10: The Show,17,2010,10,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71
2881,Spyro: Enter the Dragonfly,7,2002,4,Universal Interactive,0.55,0.14,0.0,0.02,0.71
2882,Scooby-Doo 2: Monsters Unleashed,6,2004,0,THQ,0.51,0.19,0.0,0.01,0.71
2883,Power Rangers: Dino Thunder,16,2004,0,THQ,0.35,0.27,0.0,0.09,0.71
2884,Rhythm Heaven: The Best+,2,2015,3,Nintendo,0.0,0.0,0.71,0.0,0.71
2885,LEGO Racers,10,1999,6,LEGO Media,0.51,0.18,0.0,0.01,0.71
2886,WWF Attitude,10,1999,2,Acclaim Entertainment,0.57,0.13,0.0,0.01,0.71
2887,Blast Corps,10,1997,0,Nintendo,0.39,0.09,0.17,0.06,0.71
2888,LEGO Harry Potter: Years 1-4,19,2010,0,Warner Bros. Interactive Entertainment,0.14,0.37,0.0,0.19,0.71
2889,Tactics Ogre: Let Us Cling Together,23,1995,7,Quest,0.0,0.0,0.71,0.0,0.71
2890,"WarioWare, Inc.: Mega Party Game$",7,2003,5,Nintendo,0.2,0.05,0.44,0.02,0.71
2891,Football Manager 2014,13,2013,10,Sega,0.0,0.6,0.0,0.1,0.71
2892,Battle Arena Toshinden 2,15,1995,2,Sony Computer Entertainment,0.15,0.1,0.41,0.05,0.71
2893,WWE SmackDown vs. Raw 2011,19,2010,2,THQ,0.22,0.31,0.0,0.17,0.71
2894,Jeopardy!,15,1997,3,Hasbro Interactive,0.39,0.27,0.0,0.05,0.71
2895,South Park,15,1998,8,Acclaim Entertainment,0.39,0.27,0.0,0.05,0.71
2896,Metal Gear Solid V: The Phantom Pain,30,2015,0,Konami Digital Entertainment,0.37,0.26,0.01,0.06,0.71
2897,Two Worlds,28,2007,7,SouthPeak Games,0.41,0.23,0.0,0.07,0.71
2898,Doom 3: Resurrection of Evil,29,2005,8,Activision,0.53,0.15,0.0,0.03,0.71
2899,NCAA Football 09,28,2008,10,Electronic Arts,0.65,0.0,0.0,0.05,0.71
2900,NBA Live 09,28,2008,10,Electronic Arts,0.5,0.14,0.0,0.07,0.71
2901,Ratchet & Clank: Into the Nexus,17,2013,8,Sony Computer Entertainment,0.3,0.29,0.0,0.11,0.71
2902,Spider-Man 2,19,2005,0,Activision,0.35,0.21,0.0,0.14,0.71
2903,2014 FIFA World Cup Brazil,17,2014,10,Electronic Arts,0.15,0.39,0.01,0.16,0.71
2904,London 2012: The Official Video Game of the Olympic Games,17,2012,10,Sega,0.06,0.5,0.0,0.15,0.7
2905,NHL 12,28,2011,10,Electronic Arts,0.55,0.1,0.0,0.05,0.7
2906,Tony Hawk's Underground,7,2003,10,Activision,0.54,0.14,0.0,0.02,0.7
2907,Infinite Undiscovery,28,2008,7,Square Enix,0.34,0.18,0.12,0.06,0.7
2908,Super Bomberman 3,23,1994,5,Hudson Soft,0.0,0.0,0.7,0.0,0.7
2909,Command & Conquer: Red Alert Retaliation,15,1998,11,Virgin Interactive,0.39,0.27,0.0,0.05,0.7
2910,The Sims 2: Apartment Pets,4,2008,9,Electronic Arts,0.32,0.31,0.0,0.07,0.7
2911,Star Wars: Obi-Wan,29,2001,0,Activision,0.52,0.16,0.0,0.02,0.7
2912,NCAA Football 08,28,2007,10,Electronic Arts,0.65,0.0,0.0,0.05,0.7
2913,Kill.Switch,16,2003,8,Sony Computer Entertainment,0.34,0.27,0.0,0.09,0.7
2914,Lalaloopsy,4,2011,9,Activision,0.54,0.1,0.0,0.06,0.7
2915,Madden NFL 2005,7,2004,10,Electronic Arts,0.54,0.14,0.0,0.02,0.7
2916,F-14 Tomcat,6,2001,0,Majesco Entertainment,0.5,0.19,0.0,0.01,0.7
2917,SplashDown,16,2001,6,Atari,0.34,0.27,0.0,0.09,0.7
2918,NCAA Football 98,15,1997,10,Electronic Arts,0.39,0.27,0.0,0.05,0.7
2919,Jade Empire,29,2005,7,Microsoft Game Studios,0.48,0.19,0.0,0.03,0.7
2920,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",17,2009,8,Activision,0.28,0.3,0.0,0.12,0.7
2921,The Sims 3,4,2010,9,Electronic Arts,0.39,0.25,0.0,0.06,0.7
2922,Skylanders: Trap Team,27,2014,0,Activision,0.39,0.25,0.0,0.06,0.7
2923,Prince of Persia: The Forgotten Sands,17,2010,0,Ubisoft,0.19,0.36,0.01,0.13,0.7
2924,Chocobo's Dungeon 2,15,1998,7,SquareSoft,0.04,0.03,0.58,0.05,0.7
2925,Advance Wars,6,2001,11,Nintendo,0.5,0.19,0.0,0.01,0.7
2926,Hannah Montana: The Movie,4,2009,1,Disney Interactive Studios,0.38,0.25,0.0,0.07,0.7
2927,World of Zoo,4,2009,9,THQ,0.43,0.2,0.0,0.06,0.7
2928,Ape Escape: On the Loose,19,2005,4,Sony Computer Entertainment,0.52,0.01,0.12,0.05,0.7
2929,NASCAR 2001,16,2000,6,Electronic Arts,0.34,0.27,0.0,0.09,0.7
2930,IL-2 Sturmovik: Birds of Prey,17,2009,9,505 Games,0.34,0.26,0.0,0.1,0.7
2931,Book of Spells,17,2012,0,Sony Computer Entertainment,0.13,0.4,0.0,0.16,0.7
2932,NCAA Football 2001,15,2000,10,Electronic Arts,0.39,0.26,0.0,0.05,0.7
2933,Mafia,16,2004,0,Illusion Softworks,0.34,0.27,0.0,0.09,0.7
2934,Mobile Suit Gundam: Journey to Jaburo,16,2000,9,Namco Bandai Games,0.16,0.13,0.36,0.04,0.7
2935,Metal Gear Solid V: The Phantom Pain,17,2015,0,Konami Digital Entertainment,0.21,0.18,0.22,0.08,0.7
2936,TimeSplitters 2,16,2002,8,Eidos Interactive,0.34,0.27,0.0,0.09,0.7
2937,MotionSports,28,2010,10,Ubisoft,0.38,0.26,0.0,0.06,0.7
2938,MLB 08: The Show,17,2008,10,Sony Computer Entertainment,0.64,0.0,0.0,0.05,0.7
2939,Classic NES Series: Zelda II: The Adventure of Link,6,2004,1,Nintendo,0.37,0.14,0.17,0.01,0.7
2940,Fire Emblem: Monsh? no Nazo,23,1994,7,Nintendo,0.0,0.0,0.7,0.0,0.7
2941,Disney's Chicken Little,6,2005,4,Disney Interactive Studios,0.5,0.18,0.0,0.01,0.7
2942,King Kong,0,1981,0,Tigervision,0.65,0.04,0.0,0.01,0.69
2943,WWE 2K15,28,2014,10,Take-Two Interactive,0.38,0.26,0.0,0.06,0.69
2944,The LEGO Movie Videogame,2,2014,0,Warner Bros. Interactive Entertainment,0.28,0.31,0.05,0.05,0.69
2945,X-Men Origins: Wolverine - Uncaged Edition,28,2009,0,Activision,0.42,0.21,0.0,0.06,0.69
2946,Metal Gear Solid: Portable Ops Plus,19,2007,0,Konami Digital Entertainment,0.26,0.01,0.26,0.17,0.69
2947,Disney Tangled,26,2010,0,Disney Interactive Studios,0.47,0.17,0.0,0.05,0.69
2948,Shrek the Third,28,2007,0,Activision,0.54,0.1,0.0,0.06,0.69
2949,Test Drive Unlimited 2,28,2006,6,Atari,0.3,0.32,0.0,0.07,0.69
2950,Moto Racer 2,15,1997,6,Electronic Arts,0.39,0.26,0.0,0.05,0.69
2951,Halo 2 Multiplayer Map Pack,29,2005,8,Microsoft Game Studios,0.54,0.13,0.0,0.02,0.69
2952,Minecraft: Story Mode,17,2015,1,Mojang,0.25,0.33,0.0,0.11,0.69
2953,Mortal Kombat: Shaolin Monks,16,2005,0,Midway Games,0.58,0.02,0.0,0.09,0.69
2954,MX vs. ATV Unleashed: On the Edge,19,2006,6,THQ,0.64,0.0,0.0,0.05,0.69
2955,Skylanders: Trap Team,17,2014,0,Activision,0.24,0.33,0.0,0.12,0.69
2956,Mario Pinball Land,6,2004,3,Nintendo,0.5,0.18,0.0,0.01,0.69
2957,Mappy,11,1984,4,Namco Bandai Games,0.0,0.0,0.69,0.0,0.69
2958,J-League Soccer: Prime Goal,23,1993,10,Namco Bandai Games,0.0,0.0,0.69,0.0,0.69
2959,Dragon Ball Z: Budokai,7,2003,2,Atari,0.53,0.14,0.0,0.02,0.69
2960,NFL Xtreme,15,1998,10,Sony Computer Entertainment,0.38,0.26,0.0,0.05,0.69
2961,The Sly Collection,17,2010,4,Sony Computer Entertainment,0.52,0.09,0.01,0.07,0.69
2962,One Piece: Pirate Warriors 2,17,2013,0,Namco Bandai Games,0.0,0.2,0.42,0.07,0.69
2963,Assassin's Creed IV: Black Flag,13,2013,0,Ubisoft,0.22,0.38,0.0,0.1,0.69
2964,Harry Potter and the Chamber of Secrets,7,2002,0,Electronic Arts,0.53,0.14,0.0,0.02,0.69
2965,Need for Speed: Shift 2 Unleashed,17,2011,6,Electronic Arts,0.2,0.36,0.0,0.13,0.69
2966,The Lord of the Rings: The Return of the King,7,2003,0,Electronic Arts,0.53,0.14,0.0,0.02,0.69
2967,Nintendo Presents: New Style Boutique 2 - Fashion Forward,2,2015,3,Nintendo,0.01,0.61,0.02,0.04,0.69
2968,MX vs. ATV Untamed,28,2007,6,THQ,0.55,0.08,0.0,0.06,0.69
2969,The Last Remnant,28,2008,7,Square Enix,0.25,0.2,0.18,0.06,0.69
2970,Frozen: Olaf's Quest,4,2013,4,Disney Interactive Studios,0.28,0.35,0.0,0.06,0.69
2971,The Sims: Medieval,13,2011,9,Electronic Arts,0.27,0.32,0.0,0.1,0.69
2972,Baldur's Gate: Dark Alliance II,16,2004,7,Interplay,0.34,0.26,0.0,0.09,0.68
2973,Shark Tale,6,2004,0,Activision,0.49,0.18,0.0,0.01,0.68
2974,Plants vs. Zombies: Garden Warfare,30,2014,8,Electronic Arts,0.39,0.23,0.0,0.06,0.68
2975,Kirby's Dream Collection: Special Edition,26,2012,0,Nintendo,0.34,0.0,0.33,0.02,0.68
2976,Bakugan: Battle Brawlers,26,2009,0,Activision,0.6,0.03,0.0,0.05,0.68
2977,Star Wars: Masters of Teras Kasi,15,1997,0,LucasArts,0.38,0.26,0.0,0.04,0.68
2978,The Last Story,26,2011,7,Nintendo,0.32,0.13,0.18,0.04,0.68
2979,NBA Street Vol. 2,29,2003,10,Electronic Arts,0.62,0.04,0.0,0.02,0.68
2980,Iron Man,17,2008,0,Sega,0.32,0.25,0.0,0.11,0.68
2981,Disney Infinity 3.0,18,2015,0,Disney Interactive Studios,0.21,0.36,0.0,0.11,0.68
2982,Spider-Man 3,17,2007,4,Activision,0.26,0.29,0.02,0.12,0.68
2983,NCAA Football 2005,29,2004,10,Electronic Arts,0.63,0.02,0.0,0.03,0.68
2984,Mortal Kombat Mythologies: Sub-Zero,15,1997,2,GT Interactive,0.38,0.26,0.0,0.04,0.68
2985,Rayman Legends,27,2013,4,Ubisoft,0.26,0.33,0.03,0.06,0.68
2986,Naruto: Clash of Ninja,7,2003,2,Tomy Corporation,0.53,0.14,0.0,0.02,0.68
2987,Prince of Persia: The Two Thrones,16,2005,0,Ubisoft,0.57,0.02,0.0,0.09,0.68
2988,Hot Shots Golf: Open Tee 2,19,2007,10,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68
2989,Metro: Last Light,18,2014,0,Deep Silver,0.22,0.3,0.04,0.12,0.68
2990,Fossil Fighters: Champions,4,2010,7,Nintendo,0.32,0.0,0.34,0.02,0.68
2991,Mercenaries: Playground of Destruction,29,2005,0,LucasArts,0.54,0.11,0.0,0.03,0.68
2992,Sniper Elite 3,18,2014,8,505 Games,0.22,0.33,0.0,0.13,0.68
